Timestamp,Frequency_MHz,Power_dB,Band
2025-09-21 17:32:07,901.3671875,-17.736829615128244,GSM 900
2025-09-21 17:32:07,903.2421875,-17.99944474340294,GSM 900
2025-09-21 17:32:07,903.75,-17.536191954742254,GSM 900
2025-09-21 17:32:07,904.2578125,-17.61468324791226,GSM 900
2025-09-21 17:32:07,904.765625,-17.927721069011447,GSM 900
2025-09-21 17:32:07,905.2734375,-21.48474600906008,GSM 900
2025-09-21 17:32:07,906.2109375,-16.894601212218983,GSM 900
2025-09-21 17:32:07,906.640625,-20.631473092764992,GSM 900
2025-09-21 17:32:07,906.9140625,-20.99630326142185,GSM 900
2025-09-21 17:32:07,907.03125,-19.528475766190716,GSM 900
2025-09-21 17:32:07,907.4609375,-15.887414683064243,GSM 900
2025-09-21 17:32:07,907.8125,-19.230461519450127,GSM 900
2025-09-21 17:32:07,908.5546875,-18.351768703392526,GSM 900
2025-09-21 17:32:07,909.140625,-15.55537079281227,GSM 900
2025-09-21 17:32:07,910.0,16.280493619087455,GSM 900
2025-09-21 17:32:07,910.3515625,-20.840269053676003,GSM 900
2025-09-21 17:32:07,911.015625,-18.61170137582157,GSM 900
2025-09-21 17:32:07,911.5234375,-19.64877748046764,GSM 900
2025-09-21 17:32:07,911.953125,-19.70375421257029,GSM 900
2025-09-21 17:32:07,912.5390625,-21.102578199787363,GSM 900
2025-09-21 17:32:07,913.3984375,-19.077871783565257,GSM 900
2025-09-21 17:32:07,914.6484375,-18.937551475803275,GSM 900
2025-09-21 17:32:07,915.2734375,-17.3265637276551,GSM 900
2025-09-21 17:32:07,915.7421875,-21.83638726432397,GSM 900
2025-09-21 17:32:07,915.859375,-15.467236156710221,GSM 900
2025-09-21 17:32:07,916.0546875,-20.191838613727246,GSM 900
2025-09-21 17:32:07,916.640625,-19.430968123135322,GSM 900
2025-09-21 17:32:07,917.578125,-16.07526740601155,GSM 900
2025-09-21 17:32:07,918.4375,-17.04707249739056,GSM 900
2025-09-21 17:32:07,918.8671875,-19.137370347823502,GSM 900
2025-09-21 17:32:07,919.4140625,-16.68349974306951,GSM 900
2025-09-21 17:32:07,919.6484375,-23.24879924660051,GSM 900
2025-09-21 17:32:08,920.4296875,-19.354428005004134,GSM 900
2025-09-21 17:32:08,920.546875,-20.0795906048682,GSM 900
2025-09-21 17:32:08,920.8203125,-20.12860624511271,GSM 900
2025-09-21 17:32:08,922.265625,-18.633578777003226,GSM 900
2025-09-21 17:32:08,923.125,-21.750873329412567,GSM 900
2025-09-21 17:32:08,923.515625,-17.76688342571958,GSM 900
2025-09-21 17:32:08,924.140625,-20.233540783656437,GSM 900
2025-09-21 17:32:08,924.609375,-17.45828022245424,GSM 900
2025-09-21 17:32:08,924.84375,-18.19159462956907,GSM 900
2025-09-21 17:32:08,925.3125,-18.73721950871551,GSM 900
2025-09-21 17:32:08,925.46875,-20.262400689332143,GSM 900
2025-09-21 17:32:08,925.7421875,-16.99074132619912,GSM 900
2025-09-21 17:32:08,926.3671875,-18.306048901475748,GSM 900
2025-09-21 17:32:08,926.9140625,-16.070233599961853,GSM 900
2025-09-21 17:32:08,927.578125,-19.89523020736306,GSM 900
2025-09-21 17:32:08,927.9296875,-19.860672064938615,GSM 900
2025-09-21 17:32:08,928.515625,-20.37239303640351,GSM 900
2025-09-21 17:32:08,928.7890625,-18.962650623452838,GSM 900
2025-09-21 17:32:08,929.140625,-18.80665065613923,GSM 900
2025-09-21 17:32:08,929.8046875,-14.962957145113174,GSM 900
2025-09-21 17:32:08,930.0,16.2815905299737,GSM 900
2025-09-21 17:32:08,930.234375,-24.077957642031073,GSM 900
2025-09-21 17:32:08,930.859375,-22.389755090763117,GSM 900
2025-09-21 17:32:08,931.0546875,-18.988853238535853,GSM 900
2025-09-21 17:32:08,931.8359375,-19.457428730241272,GSM 900
2025-09-21 17:32:08,932.3828125,-23.110928857174848,GSM 900
2025-09-21 17:32:08,932.8515625,-18.34719399619517,GSM 900
2025-09-21 17:32:08,933.3203125,-18.32174526084758,GSM 900
2025-09-21 17:32:08,933.8671875,-17.227468943494376,GSM 900
2025-09-21 17:32:08,934.140625,-20.617598968943163,GSM 900
2025-09-21 17:32:08,935.234375,-16.142277324350562,GSM 900
2025-09-21 17:32:08,935.625,-20.739725733150177,GSM 900
2025-09-21 17:32:08,936.09375,-17.110890387156818,GSM 900
2025-09-21 17:32:08,936.2890625,-22.397891613353046,GSM 900
2025-09-21 17:32:08,936.7578125,-15.225644102804836,GSM 900
2025-09-21 17:32:08,937.1484375,-20.675423007993636,GSM 900
2025-09-21 17:32:08,937.4609375,-20.38474836789841,GSM 900
